|6.6.6
pyrolite_workman_hart2005.tab
           2
T(K)
   400.00360000000001
   19.999960000020000
         181
P(bar)
   15001.334999999999
   5114.9322988556905
         262
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg
  1280.002        725977.       5036.654      0.1598394E-04   1206.543      12.726627       6.954639      0.3924920E+07
  1300.002        725977.       5035.009      0.1601756E-04   1209.584      12.722892       6.951090      0.3948996E+07
  1320.002        725977.       5033.444      0.1605047E-04   1212.589      12.719195       6.947578      0.3973200E+07
  1340.002        725977.       5031.798      0.1608281E-04   1215.518      12.715533       6.943999      0.3997608E+07
  1360.002        725977.       5030.176      0.1611424E-04   1218.401      12.711929       6.940475      0.4021854E+07
  1380.002        725977.       5028.575      0.1614548E-04   1221.170      12.708371       6.936917      0.4046301E+07
  1400.002        725977.       5026.936      0.1617541E-04   1223.964      12.704851       6.933344      0.4070748E+07
  1420.002        725977.       5025.327      0.1620494E-04   1226.743      12.700400       6.929796      0.4095271E+07
  1440.002        725977.       5023.685      0.1623410E-04   1229.389      12.696969       6.926193      0.4119732E+07
  1460.001        725977.       5022.049      0.1626304E-04   1232.113      12.693539       6.922616      0.4144496E+07
  1480.001        725977.       5020.409      0.1629011E-04   1234.688      12.690196       6.919068      0.4169079E+07
  1500.001        725977.       5018.743      0.1631777E-04   1237.256      12.685887       6.915503      0.4193849E+07
  1520.001        725977.       5017.104      0.1634400E-04   1239.877      12.682592       6.911896      0.4218602E+07
  1540.001        725977.       5015.486      0.1636988E-04   1242.337      12.679348       6.908307      0.4243353E+07
  1560.001        725977.       5013.878      0.1639468E-04   1244.835      12.675261       6.904704      0.4268242E+07
  1580.001        725977.       5012.192      0.1641949E-04   1247.227      12.671961       6.901062      0.4293201E+07
  1600.001        725977.       5010.521      0.1644306E-04   1249.589      12.668766       6.897449      0.4318134E+07
  1620.001        725977.       5008.907      0.1646636E-04   1252.013      12.664723       6.893816      0.4343198E+07
  1640.001        725977.       5007.231      0.1648927E-04   1254.319      12.661497       6.890227      0.4368230E+07
  1660.001        725977.       5005.640      0.1651059E-04   1256.601      12.657603       6.886575      0.4393321E+07
  1680.001        725977.       5003.983      0.1653266E-04   1258.860      12.654413       6.882862      0.4418477E+07
  1700.001        725977.       5002.340      0.1655291E-04   1261.034      12.650604       6.879210      0.4443720E+07
  1720.001        725977.       5000.622      0.1657306E-04   1263.211      12.647509       6.875625      0.4468957E+07
  1740.001        725977.       4999.013      0.1659206E-04   1265.343      12.643726       6.871911      0.4494218E+07
  1760.001        725977.       4997.320      0.1661090E-04   1267.472      12.639850       6.868244      0.4519546E+07
  1780.001        725977.       4995.692      0.1662907E-04   1269.481      12.636483       6.864513      0.4544997E+07
  1800.001        725977.       4994.031      0.1632415E-04   1217.043      12.633191       6.860912      0.4569737E+07
  1820.001        725977.       4992.407      0.1629775E-04   1210.065      12.629312       6.857320      0.4593910E+07
  1840.001        725977.       4990.744      0.1631968E-04   1211.069      12.625349       6.853754      0.4618135E+07
  1860.001        725977.       4989.170      0.1634147E-04   1212.070      12.621419       6.850132      0.4642330E+07
  1880.001        725977.       4987.500      0.1636257E-04   1213.009      12.617389       6.846495      0.4666614E+07
  1900.001        725977.       4985.871      0.1638399E-04   1213.995      12.612690       6.842898      0.4690938E+07
  1920.001        725977.       4984.277      0.1640499E-04   1214.953      12.608866       6.839274      0.4715196E+07
  1940.001        725977.       4982.639      0.1642641E-04   1215.865      12.605079       6.835621      0.4739480E+07
  1960.000        725977.       4980.919      0.1644762E-04   1216.839      12.601336       6.832002      0.4763823E+07
  1980.000        725977.       4979.314      0.1646861E-04   1217.746      12.597209       6.828378      0.4788108E+07
  2000.000        725977.       4977.654      0.1648948E-04   1218.661      12.592961       6.824699      0.4812521E+07
  2020.000        725977.       4976.041      0.1651098E-04   1219.599      12.589310       6.821057      0.4836892E+07
  2040.000        725977.       4974.375      0.1653149E-04   1220.458      12.584734       6.817352      0.4861226E+07
  2060.000        725977.       4972.729      0.1655208E-04   1221.387      12.581130       6.813649      0.4885762E+07
  2080.000        725977.       4971.151      0.1657327E-04   1222.257      12.577150       6.809997      0.4910194E+07
  2100.000        725977.       4969.454      0.1659372E-04   1223.132      12.573086       6.806309      0.4934586E+07
  2120.000        725977.       4967.791      0.1661423E-04   1224.021      12.568829       6.802596      0.4959074E+07
  2140.000        725977.       4966.178      0.1663495E-04   1224.941      12.565153       6.798913      0.4983562E+07
  2160.000        725977.       4964.488      0.1665542E-04   1225.751      12.560679       6.795168      0.5008009E+07
  2180.000        725977.       4962.880      0.1667600E-04   1226.638      12.556360       6.791429      0.5032633E+07
  2200.000        725977.       4961.205      0.1669691E-04   1227.452      12.552676       6.787711      0.5057134E+07
  2220.000        725977.       4959.538      0.1671736E-04   1228.341      12.548236       6.783970      0.5081695E+07
  2240.000        725977.       4957.883      0.1673777E-04   1229.223      12.544357       6.780227      0.5106266E+07
  2260.000        725977.       4956.244      0.1675805E-04   1230.036      12.540449       6.776468      0.5130855E+07
  2280.000        725977.       4954.551      0.1677862E-04   1230.864      12.536117       6.772714      0.5155405E+07
  2300.000        725977.       4952.905      0.1679908E-04   1231.724      12.531809       6.768946      0.5180081E+07
  2320.000        725977.       4951.222      0.1681934E-04   1232.577      12.527564       6.765212      0.5204690E+07
  2340.000        725977.       4949.528      0.1683948E-04   1233.336      12.523331       6.761414      0.5229334E+07
  2360.000        725977.       4947.843      0.1685949E-04   1234.169      12.519119       6.757624      0.5254155E+07
  2380.000        725977.       4946.176      0.1688029E-04   1235.003      12.514951       6.753774      0.5278848E+07
  2400.000        725977.       4944.526      0.1690085E-04   1235.825      12.510828       6.749960      0.5303489E+07
  2420.000        725977.       4942.886      0.1692042E-04   1236.646      12.506725       6.746166      0.5328117E+07
  2440.000        725977.       4941.245      0.1694081E-04   1237.461      12.502625       6.742384      0.5352909E+07
  2459.999        725977.       4939.530      0.1696109E-04   1238.269      12.498586       6.738539      0.5377663E+07
  2479.999        725977.       4937.823      0.1698206E-04   1239.075      12.494569       6.734633      0.5402481E+07
  2499.999        725977.       4936.133      0.1700198E-04   1239.870      12.490508       6.730843      0.5427263E+07
  2519.999        725977.       4934.451      0.1702184E-04   1240.669      12.485655       6.726978      0.5452111E+07
  2539.999        725977.       4932.784      0.1704242E-04   1241.544      12.481713       6.723065      0.5476914E+07
  2559.999        725977.       4931.126      0.1706290E-04   1242.324      12.477783       6.719256      0.5501698E+07
  2579.999        725977.       4929.482      0.1708319E-04   1243.097      12.472974       6.715391      0.5526529E+07
  2599.999        725977.       4927.753      0.1710338E-04   1243.868      12.469102       6.711451      0.5551432E+07
  2619.999        725977.       4926.038      0.1712339E-04   1244.719      12.465290       6.707545      0.5576380E+07
  2639.999        725977.       4924.415      0.1714416E-04   1245.487      12.460638       6.703655      0.5601311E+07
  2659.999        725977.       4922.737      0.1716485E-04   1246.319      12.456735       6.699721      0.5626201E+07
  2679.999        725977.       4920.987      0.1718465E-04   1247.085      12.452276       6.695807      0.5651121E+07
  2699.999        725977.       4919.292      0.1720478E-04   1247.892      12.447655       6.691911      0.5676035E+07
  2719.999        725977.       4917.634      0.1722560E-04   1248.664      12.443626       6.687986      0.5700973E+07
  2739.999        725977.       4915.937      0.1724614E-04   1249.446      12.439461       6.684002      0.5725966E+07
  2759.999        725977.       4914.210      0.1726616E-04   1250.224      12.434913       6.680041      0.5750968E+07
  2779.999        725977.       4912.496      0.1728633E-04   1250.977      12.430708       6.676129      0.5775960E+07
  2799.999        725977.       4910.794      0.1730694E-04   1251.783      12.426922       6.672167      0.5800996E+07
  2819.999        725977.       4909.099      0.1732745E-04   1252.584      12.422462       6.668153      0.5826071E+07
  2839.999        725977.       4907.418      0.1734781E-04   1253.381      12.418038       6.664171      0.5851029E+07
  2859.999        725977.       4905.741      0.1736892E-04   1254.174      12.413632       6.660206      0.5876219E+07
  2879.999        725977.       4904.008      0.1738918E-04   1254.961      12.409259       6.656197      0.5901306E+07
  2899.999        725977.       4902.331      0.1740975E-04   1255.742      12.404918       6.652144      0.5926401E+07
  2919.999        725977.       4900.642      0.1743047E-04   1256.520      12.400600       6.648131      0.5951544E+07
  2939.999        725977.       4898.924      0.1745110E-04   1257.293      12.396303       6.644113      0.5976699E+07
  2959.998        725977.       4897.217      0.1747159E-04   1258.061      12.392037       6.640037      0.6001836E+07
  2979.998        725977.       4895.520      0.1749195E-04   1258.826      12.387776       6.636050      0.6027004E+07
  2999.998        725977.       4893.757      0.1751296E-04   1259.582      12.382753       6.632016      0.6052133E+07
  3019.998        725977.       4892.068      0.1753388E-04   1260.404      12.378419       6.627926      0.6077380E+07
  3039.998        725977.       4890.350      0.1755468E-04   1261.184      12.374250       6.623848      0.6102623E+07
  3059.998        725977.       4888.615      0.1757536E-04   1261.964      12.370116       6.619761      0.6127832E+07
  3079.998        725977.       4886.888      0.1759593E-04   1262.767      12.365820       6.615650      0.6153050E+07
  3099.998        725977.       4885.167      0.1761643E-04   1263.507      12.360907       6.611551      0.6178377E+07
  3119.998        725977.       4883.465      0.1763748E-04   1264.315      12.356858       6.607502      0.6203559E+07
  3139.998        725977.       4881.764      0.1765853E-04   1265.063      12.352185       6.603391      0.6228928E+07
  3159.998        725977.       4880.031      0.1767945E-04   1265.831      12.347787       6.599245      0.6254276E+07
  3179.998        725977.       4878.276      0.1770043E-04   1266.629      12.343569       6.595095      0.6279566E+07
  3199.998        725977.       4876.532      0.1772183E-04   1267.423      12.338808       6.590968      0.6304883E+07
  3219.998        725977.       4874.793      0.1774239E-04   1268.211      12.334083       6.586857      0.6330260E+07
  3239.998        725977.       4873.064      0.1776341E-04   1268.997      12.329956       6.582712      0.6355662E+07
  3259.998        725977.       4871.344      0.1778489E-04   1269.779      12.325662       6.578533      0.6381053E+07
  3279.998        725977.       4869.633      0.1780649E-04   1270.557      12.321000       6.574337      0.6406429E+07
  3299.998        725977.       4867.934      0.1782734E-04   1271.330      12.316367       6.570167      0.6431835E+07
  3319.998        725977.       4866.178      0.1784874E-04   1272.097      12.311765       6.565956      0.6457206E+07
  3339.998        725977.       4864.420      0.1787015E-04   1272.906      12.307189       6.561751      0.6482651E+07
  3359.998        725977.       4862.670      0.1789147E-04   1273.721      12.302631       6.557540      0.6508156E+07
  3379.998        725977.       4860.928      0.1791268E-04   1274.480      12.298086       6.553298      0.6533682E+07
  3399.998        725977.       4859.202      0.1793439E-04   1275.301      12.293590       6.549101      0.6559083E+07
  3419.998        725977.       4857.483      0.1795560E-04   1276.076      12.289095       6.544869      0.6584606E+07
  3439.998        725977.       4855.748      0.1797690E-04   1276.843      12.284615       6.540624      0.6610168E+07
  3459.997        725977.       4853.971      0.1799910E-04   1277.656      12.280171       6.536400      0.6635649E+07
  3479.997        725977.       4852.201      0.1802055E-04   1278.468      12.275742       6.532123      0.6661321E+07
  3499.997        725977.       4850.442      0.1804224E-04   1279.232      12.271342       6.527828      0.6686924E+07
  3519.997        725977.       4848.693      0.1806410E-04   1279.978      12.266813       6.523530      0.6712478E+07
  3539.997        725977.       4846.953      0.1808584E-04   1280.776      12.261758       6.519254      0.6738058E+07
  3559.997        725977.       4845.218      0.1810752E-04   1281.630      12.257296       6.514931      0.6763741E+07
  3579.997        725977.       4843.461      0.1812908E-04   1282.458      12.252976       6.510619      0.6789385E+07
  3599.997        725977.       4841.677      0.1815056E-04   1283.244      12.248651       6.506329      0.6814967E+07
  3619.997        725977.       4839.898      0.1817262E-04   1284.029      12.243669       6.501987      0.6840658E+07
  3639.997        725977.       4838.175      0.1819498E-04   1284.807      12.239180       6.497631      0.6866359E+07
  3659.997        725977.       4836.453      0.1821733E-04   1285.597      12.234795       6.493269      0.6892059E+07
  3679.997        725977.       4834.630      0.1823910E-04   1286.437      12.229883       6.488916      0.6917745E+07
  3699.997        725977.       4832.871      0.1826130E-04   1287.219      12.224999       6.484535      0.6943507E+07
  3719.997        725977.       4831.110      0.1828351E-04   1288.009      12.220395       6.480137      0.6969267E+07
  3739.997        725977.       4829.318      0.1830558E-04   1288.837      12.216257       6.475723      0.6994993E+07
  3759.997        725977.       4827.593      0.1832820E-04   1289.662      12.211499       6.471323      0.7020824E+07
  3779.997        725977.       4825.847      0.1835080E-04   1290.483      12.206704       6.466938      0.7046647E+07
  3799.997        725977.       4824.073      0.1837332E-04   1291.301      12.201926       6.462567      0.7072451E+07
  3819.997        725977.       4822.316      0.1839564E-04   1292.112      12.197195       6.458109      0.7098262E+07
  3839.997        725977.       4820.527      0.1841791E-04   1292.922      12.192474       6.453658      0.7124099E+07
  3859.997        725977.       4818.709      0.1844015E-04   1293.731      12.187761       6.449212      0.7149960E+07
  3879.997        725977.       4816.905      0.1846289E-04   1294.534      12.183079       6.444731      0.7175844E+07
  3899.997        725977.       4815.144      0.1848552E-04   1295.367      12.178422       6.440273      0.7201734E+07
  3919.997        725977.       4813.419      0.1850807E-04   1296.225      12.173787       6.435832      0.7227630E+07
  3939.997        725977.       4811.637      0.1853115E-04   1297.018      12.169166       6.431344      0.7253570E+07
  3959.996        725977.       4809.828      0.1855417E-04   1297.842      12.164561       6.426837      0.7279557E+07
  3979.996        725977.       4807.993      0.1857712E-04   1298.692      12.159972       6.422313      0.7305588E+07
  3999.996        725977.       4806.238      0.1859986E-04   1299.474      12.154782       6.417769      0.7331500E+07
   400.004        731092.       5105.992      0.1101554E-04    828.870      12.892276       7.106892      0.3069800E+07
   420.004        731092.       5105.216      0.1125057E-04    847.033      12.890653       7.104924      0.3080456E+07
   440.004        731092.       5104.025      0.1159523E-04    873.563      12.887597       7.101813      0.3097683E+07
   460.003        731092.       5102.839      0.1191339E-04    897.873      12.883751       7.098567      0.3115415E+07
   480.003        731092.       5101.638      0.1220651E-04    920.180      12.880791       7.095274      0.3133588E+07
   500.003        731092.       5100.342      0.1247670E-04    940.678      12.877084       7.091919      0.3152260E+07
   520.003        731092.       5099.116      0.1272609E-04    959.530      12.873357       7.088556      0.3171187E+07
   540.003        731092.       5097.763      0.1295533E-04    976.872      12.869702       7.085071      0.3190596E+07
   560.003        731092.       5096.431      0.1316607E-04    992.849      12.866120       7.081627      0.3210274E+07
   580.003        731092.       5095.126      0.1335931E-04   1007.560      12.862610       7.078056      0.3230272E+07
   600.003        731092.       5093.750      0.1353650E-04   1021.099      12.859171       7.074568      0.3250630E+07
   620.003        731092.       5092.307      0.1369807E-04   1033.603      12.855802       7.071014      0.3271133E+07
   640.003        731092.       5090.912      0.1384561E-04   1045.231      12.852410       7.067441      0.3291952E+07
   660.003        731092.       5089.489      0.1398056E-04   1055.924      12.848268       7.063974      0.3312949E+07
   680.003        731092.       5088.105      0.1410275E-04   1065.820      12.845086       7.060401      0.3334179E+07
   700.003        731092.       5086.654      0.1421463E-04   1074.971      12.841658       7.056889      0.3355538E+07
   720.003        731092.       5085.234      0.1431640E-04   1083.455      12.837959       7.053441      0.3377180E+07
   740.003        731092.       5083.744      0.1440914E-04   1091.375      12.834619       7.050030      0.3398898E+07
   760.003        731092.       5082.283      0.1449334E-04   1098.843      12.831039       7.046551      0.3420779E+07
   780.003        731092.       5080.760      0.1457137E-04   1105.794      12.827195       7.043195      0.3442842E+07
   800.003        731092.       5079.347      0.1464349E-04   1112.345      12.824305       7.039825      0.3465021E+07
   820.003        731092.       5077.806      0.1470904E-04   1118.578      12.820633       7.036521      0.3487378E+07
   840.003        731092.       5076.319      0.1477086E-04   1124.425      12.816930       7.033278      0.3509810E+07
   860.003        731092.       5074.793      0.1482822E-04   1129.995      12.814186       7.030095      0.3532290E+07
   880.003        731092.       5073.331      0.1488129E-04   1135.402      12.810619       7.026871      0.3554999E+07
   900.003        731092.       5071.797      0.1493220E-04   1140.517      12.807117       7.023786      0.3577735E+07
   920.003        731092.       5070.289      0.1497995E-04   1145.381      12.803904       7.020687      0.3600582E+07
   940.003        731092.       5068.794      0.1502568E-04   1150.165      12.800918       7.017611      0.3623520E+07
   960.002        731092.       5067.253      0.1506839E-04   1154.723      12.797658       7.014613      0.3646639E+07
   980.002        731092.       5065.721      0.1510943E-04   1159.207      12.794324       7.011650      0.3669733E+07
  1000.002        731092.       5064.183      0.1514924E-04   1163.473      12.790978       7.008704      0.3692990E+07
  1020.002        731092.       5062.636      0.1532478E-04   1163.900      12.788039       7.005692      0.3716230E+07
  1040.002        731092.       5061.088      0.1546128E-04   1165.352      12.784334       7.002190      0.3739500E+07
  1060.002        731092.       5059.532      0.1550588E-04   1169.145      12.780183       6.998656      0.3762829E+07
  1080.002        731092.       5057.905      0.1554972E-04   1172.871      12.776721       6.995139      0.3786312E+07
  1100.002        731092.       5056.353      0.1559230E-04   1176.528      12.773367       6.991607      0.3809726E+07
  1120.002        731092.       5054.753      0.1563372E-04   1180.144      12.769165       6.988098      0.3833337E+07
  1140.002        731092.       5053.183      0.1567439E-04   1183.593      12.765956       6.984598      0.3856951E+07
  1160.002        731092.       5051.625      0.1571364E-04   1187.034      12.761858       6.981081      0.3880740E+07
  1180.002        731092.       5050.004      0.1575213E-04   1190.376      12.758714       6.977543      0.3904389E+07
  1200.002        731092.       5048.400      0.1579017E-04   1193.684      12.754795       6.974057      0.3928299E+07
  1220.002        731092.       5046.816      0.1582685E-04   1196.951      12.750836       6.970497      0.3952226E+07
  1240.002        731092.       5045.258      0.1586279E-04   1200.135      12.747849       6.966991      0.3976195E+07
  1260.002        731092.       5043.625      0.1589776E-04   1203.241      12.744008       6.963471      0.4000228E+07
  1280.002        731092.       5042.006      0.1593195E-04   1206.280      12.740300       6.959960      0.4024362E+07
  1300.002        731092.       5040.411      0.1596563E-04   1209.374      12.736558       6.956410      0.4048482E+07
  1320.002        731092.       5038.804      0.1599891E-04   1212.334      12.732859       6.952894      0.4072680E+07
  1340.002        731092.       5037.162      0.1603078E-04   1215.254      12.729208       6.949328      0.4096971E+07
  1360.002        731092.       5035.549      0.1606236E-04   1218.137      12.725605       6.945819      0.4121291E+07
  1380.002        731092.       5033.937      0.1609356E-04   1220.986      12.722043       6.942259      0.4145725E+07
  1400.002        731092.       5032.355      0.1612354E-04   1223.699      12.718526       6.938699      0.4170163E+07
  1420.002        731092.       5030.693      0.1615303E-04   1226.476      12.714964       6.935161      0.4194588E+07
  1440.002        731092.       5029.073      0.1618214E-04   1229.223      12.711530       6.931556      0.4219134E+07
  1460.001        731092.       5027.465      0.1621007E-04   1231.842      12.707223       6.927986      0.4243814E+07
  1480.001        731092.       5025.796      0.1623765E-04   1234.508      12.703865       6.924440      0.4268468E+07
  1500.001        731092.       5024.215      0.1626492E-04   1237.084      12.700466       6.920868      0.4293201E+07
  1520.001        731092.       5022.587      0.1629117E-04   1239.608      12.696714       6.917280      0.4318008E+07
  1540.001        731092.       5020.954      0.1631697E-04   1242.102      12.693023       6.913694      0.4342771E+07
  1560.001        731092.       5019.261      0.1634181E-04   1244.600      12.689742       6.910072      0.4367665E+07
  1580.001        731092.       5017.643      0.1636591E-04   1246.983      12.686253       6.906456      0.4392585E+07
  1600.001        731092.       5016.005      0.1639030E-04   1249.422      12.682500       6.902850      0.4417534E+07
  1620.001        731092.       5014.353      0.1641272E-04   1251.759      12.678907       6.899233      0.4442490E+07
  1640.001        731092.       5012.713      0.1643580E-04   1254.072      12.675313       6.895626      0.4467621E+07
  1660.001        731092.       5011.045      0.1645759E-04   1256.346      12.671737       6.891998      0.4492683E+07
  1680.001        731092.       5009.387      0.1647915E-04   1258.607      12.668266       6.888371      0.4517809E+07
  1700.001        731092.       5007.745      0.1649954E-04   1260.845      12.664738       6.884695      0.4543077E+07
  1720.001        731092.       5006.120      0.1651973E-04   1262.964      12.661326       6.881046      0.4568303E+07
  1740.001        731092.       5004.418      0.1653874E-04   1265.113      12.657919       6.877356      0.4593602E+07
  1760.001        731092.       5002.822      0.1655754E-04   1267.224      12.654431       6.873688      0.4618866E+07
  1780.001        731092.       5001.121      0.1657519E-04   1269.239      12.650653       6.870010      0.4644182E+07
  1800.001        731092.       4999.461      0.1633144E-04   1227.384      12.647177       6.866400      0.4669031E+07
  1820.001        731092.       4997.847      0.1623959E-04   1209.826      12.643164       6.862791      0.4693221E+07
  1840.001        731092.       4996.261      0.1626110E-04   1210.787      12.639198       6.859222      0.4717447E+07
  1860.001        731092.       4994.621      0.1628271E-04   1211.769      12.635265       6.855615      0.4741704E+07
  1880.001        731092.       4993.027      0.1630362E-04   1212.777      12.631362       6.852070      0.4765996E+07
  1900.001        731092.       4991.364      0.1632527E-04   1213.699      12.627520       6.848455      0.4790225E+07
  1920.001        731092.       4989.713      0.1634635E-04   1214.661      12.623660       6.844829      0.4814477E+07
  1940.001        731092.       4988.074      0.1636731E-04   1215.619      12.619834       6.841220      0.4838835E+07
  1960.000        731092.       4986.455      0.1638847E-04   1216.522      12.615191       6.837607      0.4863093E+07
  1980.000        731092.       4984.845      0.1640952E-04   1217.480      12.611476       6.833919      0.4887518E+07
  2000.000        731092.       4983.205      0.1643033E-04   1218.388      12.607759       6.830320      0.4911858E+07
  2020.000        731092.       4981.579      0.1645092E-04   1219.289      12.603441       6.826686      0.4936218E+07
  2040.000        731092.       4979.923      0.1647140E-04   1220.217      12.599556       6.822982      0.4960645E+07
  2060.000        731092.       4978.256      0.1649173E-04   1221.077      12.595805       6.819292      0.4985051E+07
  2080.000        731092.       4976.609      0.1651264E-04   1221.985      12.591430       6.815644      0.5009438E+07
  2100.000        731092.       4974.970      0.1653299E-04   1222.856      12.587447       6.811970      0.5033880E+07
  2120.000        731092.       4973.347      0.1655380E-04   1223.723      12.583409       6.808260      0.5058346E+07
  2140.000        731092.       4971.666      0.1657450E-04   1224.604      12.579231       6.804574      0.5082913E+07
  2160.000        731092.       4970.040      0.1659419E-04   1225.507      12.575510       6.800929      0.5107380E+07
  2180.000        731092.       4968.366      0.1661535E-04   1226.320      12.571176       6.797210      0.5131891E+07
  2200.000        731092.       4966.779      0.1663547E-04   1227.212      12.566836       6.793508      0.5156375E+07
  2220.000        731092.       4965.107      0.1665561E-04   1228.073      12.563181       6.789720      0.5180973E+07
  2240.000        731092.       4963.456      0.1667575E-04   1228.886      12.558846       6.785977      0.5205554E+07
  2260.000        731092.       4961.779      0.1669600E-04   1229.754      12.554483       6.782268      0.5230082E+07
  2280.000        731092.       4960.098      0.1671610E-04   1230.568      12.550630       6.778529      0.5254688E+07
  2300.000        731092.       4958.482      0.1673646E-04   1231.385      12.546813       6.774769      0.5279309E+07
  2320.000        731092.       4956.816      0.1675668E-04   1232.238      12.542585       6.771038      0.5303953E+07
  2340.000        731092.       4955.127      0.1677682E-04   1233.079      12.538345       6.767255      0.5328621E+07
  2360.000        731092.       4953.449      0.1679684E-04   1233.917      12.534146       6.763475      0.5353314E+07
  2380.000        731092.       4951.781      0.1681741E-04   1234.676      12.529976       6.759648      0.5378003E+07
  2400.000        731092.       4950.129      0.1683719E-04   1235.486      12.525846       6.755906      0.5402650E+07
  2420.000        731092.       4948.479      0.1685757E-04   1236.307      12.521740       6.752041      0.5427365E+07
  2440.000        731092.       4946.769      0.1687791E-04   1237.121      12.517673       6.748260      0.5452133E+07
  2459.999        731092.       4945.135      0.1689729E-04   1237.929      12.513632       6.744430      0.5476873E+07
  2479.999        731092.       4943.442      0.1691815E-04   1238.733      12.509526       6.740610      0.5501689E+07
  2499.999        731092.       4941.750      0.1693814E-04   1239.530      12.505535       6.736743      0.5526478E+07
  2519.999        731092.       4940.074      0.1695786E-04   1240.319      12.500775       6.732979      0.5551211E+07
  2539.999        731092.       4938.406      0.1697836E-04   1241.183      12.496759       6.729083      0.5576087E+07
  2559.999        731092.       4936.746      0.1699792E-04   1241.972      12.492793       6.725273      0.5600861E+07
  2579.999        731092.       4935.101      0.1701808E-04   1242.753      12.488168       6.721419      0.5625689E+07
  2599.999        731092.       4933.395      0.1703828E-04   1243.524      12.484155       6.717500      0.5650642E+07
  2619.999        731092.       4931.685      0.1705826E-04   1244.352      12.479619       6.713602      0.5675452E+07
  2639.999        731092.       4930.040      0.1707884E-04   1245.140      12.475559       6.709717      0.5700392E+07
  2659.999        731092.       4928.379      0.1709888E-04   1245.895      12.471184       6.705860      0.5725249E+07
  2679.999        731092.       4926.701      0.1711901E-04   1246.690      12.467074       6.701980      0.5750117E+07
  2699.999        731092.       4924.988      0.1713942E-04   1247.478      12.462884       6.698040      0.5775078E+07
  2719.999        731092.       4923.277      0.1715970E-04   1248.260      12.458638       6.694080      0.5800092E+07
  2739.999        731092.       4921.596      0.1717983E-04   1249.081      12.454638       6.690147      0.5825094E+07
  2759.999        731092.       4919.897      0.1719981E-04   1249.871      12.450160       6.686239      0.5850047E+07
  2779.999        731092.       4918.251      0.1721981E-04   1250.613      12.445642       6.682323      0.5875088E+07
  2799.999        731092.       4916.547      0.1724043E-04   1251.412      12.441180       6.678298      0.5900033E+07
  2819.999        731092.       4914.851      0.1726089E-04   1252.215      12.437526       6.674369      0.5925122E+07
  2839.999        731092.       4913.102      0.1728117E-04   1252.937      12.433265       6.670408      0.5950143E+07
  2859.999        731092.       4911.410      0.1730150E-04   1253.712      12.428878       6.666437      0.5975237E+07
  2879.999        731092.       4909.745      0.1732162E-04   1254.498      12.424509       6.662452      0.6000308E+07
  2899.999        731092.       4908.050      0.1734196E-04   1255.279      12.420171       6.658461      0.6025383E+07
  2919.999        731092.       4906.323      0.1736263E-04   1256.056      12.415854       6.654458      0.6050505E+07
  2939.999        731092.       4904.609      0.1738309E-04   1256.828      12.411565       6.650433      0.6075664E+07
  2959.998        731092.       4902.908      0.1740281E-04   1257.597      12.407294       6.646418      0.6100868E+07
  2979.998        731092.       4901.212      0.1742384E-04   1258.433      12.402995       6.642366      0.6125941E+07
  2999.998        731092.       4899.523      0.1744429E-04   1259.207      12.398141       6.638316      0.6151142E+07
  3019.998        731092.       4897.802      0.1746489E-04   1259.965      12.393668       6.634293      0.6176332E+07
  3039.998        731092.       4896.059      0.1748564E-04   1260.750      12.389509       6.630264      0.6201557E+07
  3059.998        731092.       4894.337      0.1750633E-04   1261.555      12.385354       6.626196      0.6226832E+07
  3079.998        731092.       4892.690      0.1752683E-04   1262.301      12.381178       6.622096      0.6252005E+07
  3099.998        731092.       4890.969      0.1754732E-04   1263.113      12.376337       6.617999      0.6277324E+07
  3119.998        731092.       4889.207      0.1756767E-04   1263.866      12.372115       6.613940      0.6302541E+07
  3139.998        731092.       4887.473      0.1758834E-04   1264.636      12.367635       6.609856      0.6327843E+07
  3159.998        731092.       4885.758      0.1760923E-04   1265.412      12.363057       6.605756      0.6353175E+07
  3179.998        731092.       4884.016      0.1762998E-04   1266.140      12.359034       6.601682      0.6378368E+07
  3199.998        731092.       4882.342      0.1765134E-04   1266.934      12.354272       6.597555      0.6403686E+07
  3219.998        731092.       4880.617      0.1767205E-04   1267.725      12.350094       6.593386      0.6429104E+07
  3239.998        731092.       4878.889      0.1769289E-04   1268.511      12.345758       6.589225      0.6454485E+07
  3259.998        731092.       4877.171      0.1771397E-04   1269.291      12.341128       6.585088      0.6479835E+07
  3279.998        731092.       4875.460      0.1773497E-04   1270.069      12.336461       6.580965      0.6505273E+07
  3299.998        731092.       4873.699      0.1775576E-04   1270.839      12.331842       6.576811      0.6530601E+07
  3319.998        731092.       4871.982      0.1777698E-04   1271.652      12.327697       6.572616      0.6556002E+07
  3339.998        731092.       4870.270      0.1779811E-04   1272.461      12.323585       6.568413      0.6581453E+07
  3359.998        731092.       4868.521      0.1781867E-04   1273.222      12.319090       6.564228      0.6606923E+07
  3379.998        731092.       4866.779      0.1783987E-04   1273.986      12.314547       6.559987      0.6632452E+07
  3399.998        731092.       4865.051      0.1786145E-04   1274.789      12.310038       6.555780      0.6657937E+07
  3419.998        731092.       4863.304      0.1788286E-04   1275.581      12.305550       6.551562      0.6683452E+07
